"waterbody","date","dateNUTR","year","town","latitude","longitude","state","data_source","mult_survey","off_season","surfacearea_ha","surfaceaarea_sqm","perimeter_m","shoreline_development","depth_max_m","depth_avg_m","forested_shoreline_prop","inflow","outflow","FP_presence","FPcover_avg","FPcover_low_est","FPcover_max","FPcover_min","azolla","eichhornia_crassipes","lemna_minor","lemna_trisulca","lemna_valdiviana","riccia","spirodela_polyrhiza","wolffia","wolffia_borealis","wolffia_brasiliensis","allplant_species_richness","FP_species_richness","nonFP_species_richness","regime","azolla_cover_prop","lminor_cover_prop","lvaldiviana_cover_prop","ltrisulca_cover_prop","riccia_cover_prop","spolyrhiza_cover_prop","wolffia_cover_prop","wbrasiliensis_cover_prop","wborealis_cover_prop","TOTP_n","TOTP_avg","TOTP_SE","PO4_n","PO4_avg","PO4_SE","TOTN_n","TOTN_avg","TOTN_SE","NO3_n","NO3_avg","NO3_SE","NH4_n","NH4_avg","NH4_SE","totNtotP_n","totNtotP_avg","totNtotP_SE","PH_n","PH_avg","PH_SE","COND_n","COND_avg","COND_SE","DO_n","DO_avg","DO_SE","TEMP_n","TEMP_avg","TEMP_SE","ALK_n","ALK_avg","ALK_SE","secchi_n","secchi_avg","secchi_SE","notes","alisma","alisma_subcordatum","brasenia","cabomba","callitriche","callitriche_verna","callitriche_hetero","callitriche_stag","cardamine","ceratophyllum_dem","ceratophyllum_echin","charphyte","decodon","egeria","elatine","elatine_ameri","elatine_minima","elatine_triandra","eleocharis","eleocharis_acic","eleocharis_ellip","ellocharis_parv","elodea_canad","elodea_nutt","eriocaulon_aqua","fil_algae","glossostigma","gratiola","hydrilla","isoetes","isoetes_acad","isoetes_eaton","isoetes_echino","isoetes_engel","isoetes_lacus","isoetes_tuck","juncus","juncus_pelo","lobelia","ludwigia","ludwigia_dub","ludwigia_lac","ludwigia_pal","marsilea","megalodonta","myosotis","myriophyllum","myriophyllum_alt","myriophyllum_aqua","myriophyllum_hetero","myriophyllum_hetero_lax","myriophyllum_hum","myriophyllum_ten","myriophyllum_sibi","myriophyllum_spic","najas_flex","najas_grac","najas_guad","najas_minor","nasturtium","nelumbo","nuphar","nymphaea_odor","nymphaea_odor_odor","nymphaea_odor_tuber","nymphoides","nymphoides_cordata","nymphoides_pelt","peltandra","phragmites","polygonum","polygonum_amphi","polygonum_hydro","pontederia","potamogeton","potamogeton_ampli","potamogeton_berch","potamogeton_biculp","potamogeton_conferv","potamogeton_crispus","potamogeton_epi","potamogeton_foli","potamogeton_frie","potamogeton_grami","potamogeton_ilino","potamogeton_ilino_hybrid","potamogeton_natans","potamogeton_nodos","potamogeton_oakes","potamogeton_palus","potamogeton_perfo","potamogeton_pulch","potamogeton_pusil","potamogeton_prael","potamogeton_rich","potamogeton_robb","potamogeton_spir","potamogeton_vase","potamogeton_zost","proserpinaca","ranunculus","sagittaria","sagittaria_gram","sagittaria_lati","schoenoplectus","sparganium","sparganium_ameri","stuckenia","trapa","typha","typha_latif","sedge","utricularia","utricularia_gemi","utricularia_gibb","utricularia_inter","utricularia_macro","utricularia_mini","utricularia_mino","utricularia_purp","utricularia_radi","utricularia_subu","utricularia_vulg","vallisneria","zannichellia","zosterella"
"New England Road Pond","9/13/2013","9/13/2013","2013","Guilford",41.316501,72.722299,"CT","MJM","N","N",0.0275,275,83.9,1.427,1,NA,0.6294,NA,NA,"Y",0.8,0.8,0.8,0.8,0,0,1,0,0,0,1,0,0,0,2,2,0,"FP",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.02234,0.000357035,NA,NA,NA,2,0.30194,0.04563143,NA,NA,NA,NA,NA,NA,NA,"13.5153",NA,NA,NA,NA,1,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qualitative estimate of FP cover; no data on FP species % composition; lots of emergent species present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nichols Pond","6/29/2005","6/29/2005","2005","Oxford",41.4171,73.1369,"CT","CAES","N","N",5.14,51924.289,1109.48,1.373,1.5,NA,0.9244,NA,NA,"Y",2e-04,2e-04,2e-04,2e-04,0,0,1,0,0,0,0,0,0,0,9,1,8,"SAV",0,0.00019,0,0,0,0,0,0,0,2,0.0525,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,5.25,0.05,2,77.65,3.85,1,5,NA,1,26.8,NA,2,4.5,1.5,1,0.9,NA,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"North Farms Reservoir","combined","7/13/2012","comb","Wallingford",41.4854,72.7795,"CT","CAES/MJM","Y","N",26.06,265812.164,2486.73,1.361,2,NA,0.6011,NA,NA,"Y",0.0277,0.0504,0.0504,0.005,0,0,1,0,0,0,1,0,0,1,10,3,7,"SAV",0,0.0098,0,0,0,0.00091,0,0.01451,0,4,0.1116,0.0641,NA,NA,NA,3,1.19178,0.47892,NA,NA,NA,NA,NA,NA,NA,"21.981",NA,4,6.9846,0.3749,4,176.25,47.3248,3,5.244444444,2.731458255,3,23.03333333,1.835150614,2,90.76,40.89,2,0.8,0.3,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oakwood Pond","7/14/2006","7/14/2006","2006","Guilford",41.3306,72.7318,"CT","CAES","N","N",0.2,1901.245,246.08,1.592,1.8,NA,0.7953,NA,NA,"Y",0.008,0.008,0.008,0.008,0,0,1,0,0,0,0,0,0,0,13,1,12,"SAV",0,0.00795,0,0,0,0,0,0,0,2,0.091,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,6.6,0.1,2,148.5,3.5,NA,NA,NA,NA,NA,NA,2,22.9,0.4,1,1,NA,"",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"One Acre Pond","6/16/2011","6/16/2011","2011","Madison",41.2948,72.6244,"CT","CAES","N","N",0.4,4046.856,NA,1.118,3,NA,0.7805,NA,NA,"Y",0.6611,0.6611,0.6611,0.6611,0,0,0,0,0,0,0,1,0,0,9,1,8,"FP?",0,0,0,0,0,0,0.39666,0,0,2,0.0425,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,6.75,0.45,2,294,9,1,10.4,NA,1,23.4,NA,2,45.05,2.25,1,1.8,NA,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pattaganset Lake","combined","7/12/2013","comb","East Lyme",41.3741,72.2303,"CT","CAES","Y","N",51.8,517997.622,6059.84,2.396,10.058,4.267,NA,NA,NA,"Y",0.009,0,0.018,0,0,0,0,0,0,0,1,0,0,0,38,1,37,"SAV",0,0,0,0,0,0.009,0,0,0,2,0.0078,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,6.6,0.25,2,69.5,16.5,2,0.05065,0.04915,2,30.35,1.05,2,13.375,2.375,2,2.45,0.15,"",0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0
"Paul T. Given County Park Pond","combined","2/28/2012","comb","Smithtown",40.8574,73.2103,"NY","MJM","Y","N",0.1,971.76,129.25,1.179,1,NA,0.7705,NA,NA,"Y",0.3373,0.4458,0.4458,0.138,0,0,1,0,0,1,1,0,0,1,7,4,3,"SAV",0,0.21633,0,0,0.01067,0.04635,0,0.01674,0,4,0.01768,0.00098,6,0.042771216,0.016594683,4,2.9758,0.97581,6,1.583227546,0.396665613,6,0.074243339,0.011929965,NA,"168.2691",NA,5,6.59,0.16,6,239.3069444,6.036651335,5,9.771666667,0.790484205,5,20.645,1.240820741,NA,NA,NA,NA,NA,NA,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (3)","8/31/2012","8/31/2012","2012","Westport",41.17,73.3564,"CT","CAES","N","N",0.4,3720.75,229.98,1.064,2.1,NA,0.8456,NA,NA,"Y",0.8302,1,1,0.6605,1,0,1,0,0,0,1,1,0,0,5,4,1,"FP",0.44011,0.07345,0,0,0,0.07345,0.07345,0,0,1,0.1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,6.3,NA,1,174,NA,1,0.2,NA,1,21,NA,1,30.75,NA,1,2.1,NA,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (5) Lower/West","9/4/2012","9/4/2012","2012","Suffield",42.0026,72.6469,"CT","CAES","N","N",0.28,2832.8,219.7,1.285,0.5,NA,0,NA,NA,"Y",1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,"FP",1,0,0,0,0,0,0,0,0,1,1.4246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,6.6,NA,1,336,NA,1,0.2,NA,1,20.1,NA,1,122.25,NA,1,0.5,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (5) Upper/East","9/4/2012","9/4/2012","2012","Suffield",42.0027,72.6465,"CT","CAES","N","N",0.12,1214.06,123.43,1.058,0.5,NA,0,NA,NA,"Y",1,1,1,1,1,0,0,0,0,0,0,1,0,0,4,2,2,"FP",0.9,0,0,0,0,0,0.1,0,0,1,0.2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,6.4,NA,1,184,NA,1,0.2,NA,1,20.4,NA,1,37.5,NA,1,0.5,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Putnam Park Pond","9/27/2011","9/27/2011","2011","Easton",41.3388,73.3776,"CT","CAES","N","N",5.67,60334.215,1830.95,2.103,2.5,NA,0.8044,NA,NA,"Y",0.0011,0.0011,0.0011,0.0011,0,0,0,1,0,1,0,0,0,0,17,2,15,"SAV",0,0.00111,0,0,0,0,0,0,0,2,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,6.2,0,2,106.5,17.5,1,6.2,NA,1,21.7,NA,2,26.3,4.5,1,1.5,NA,"Riccia sp. is not reported by CAES, but is present in herbarium specimen from pond",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Quassapaug Lake","7/26/2011","7/26/2011","2011","Middlebury",41.5318,73.1533,"CT","CAES","N","N",119.79,1137661.94,9657.12,2.489,10,NA,0.8238,NA,NA,"Y",0.0021,0.0021,0.0021,0.0021,0,0,0,0,0,0,1,1,0,0,25,2,23,"SAV",0,0,0,0,0,0.00172,0.00041,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,6.1,0.1,2,67.7,0.1,1,6.7,NA,1,26.5,NA,1,10.5,NA,1,4,NA,"",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"Quonnipaug Lake","combined","7/8/2010","comb","Guilford",41.3925,72.6974,"CT","CAES","Y","N",39.94,385473.72,5178.8,2.353,14,5.486,0.7547,NA,NA,"Y",0.0034,0.0034,0.0034,0.0034,0,0,1,1,0,0,1,0,0,0,33,3,30,"SAV",0,0.00103,0,0.00137,0,0.00101,0,0,0,2,0.0101,0.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,7.125,0.125,2,116.6167,21.8833,2,0.05065,0.04915,2,26.1,2.8,2,31.9,3,2,3.45,0.45,"",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
"Redwing Pond","7/13/2009","7/13/2009","2009","Ansonia",41.3444,73.0525,"CT","CAES","N","N",0.49,4845.169,284.488,1.152,1,NA,0.8224,NA,NA,"Y",0.0173,0.0173,0.0173,0.0173,0,0,1,0,0,0,1,0,0,0,10,2,8,"SAV",0,0.00479,0,0,0,0.01253,0,0,0,2,0.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,5.95,0.05,2,57.95,2.85,1,12.1,NA,1,19.9,NA,2,22.15,1.85,1,1.1,NA,"",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robinson Pond ","combined","3/12/2012","comb","East Patchogue",40.7648,72.9821,"NY","MJM","Y","N",3.34,32531.83,1117.46,1.725,0.5,NA,0.6941,NA,NA,"Y",0.3238,0.0112,0.9,0.0112,0,0,1,0,0,0,0,0,0,0,2,1,1,"shift",0,0.32418,0,0,0,0,0,7e-04,0,4,0.03523,0.00114,4,0.113687038,0.019200406,4,1.04271,0.30831,4,0.78663231,0.119243923,4,0.063843351,0.013826847,NA,"29.6004",NA,4,6.916875,0.226663699,4,222.4,4.496016756,3,9.133333333,1.178481839,3,25.05833333,2.479177171,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rolling Ridge Pond","combined","6/12/2009","comb","Norwalk ",41.1346,73.4223,"CT","CAES","Y","N",0.4,2604.745,272.66,1.507,2,NA,0.7873,NA,NA,"Y",0.0144,0.0288,0.0288,0,0,0,1,0,0,0,1,0,0,0,3,2,1,"SAV",0,0.01745,0,0,0,0.01139,0,0,0,2,0.1688,0.0593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,6.75,0,2,206,69.5,2,0.05065,0.04915,2,22.4,3.2,2,26.85,8.05,2,0.6,0.1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseland Lake","6/19/2012","6/19/2012","2012","Woodstock",41.9509,71.9509,"CT","CAES","N","N",38.85,370254.47,3266.89,1.479,5,NA,0.8051,NA,NA,"Y",2e-04,2e-04,2e-04,2e-04,0,0,0,0,0,0,1,0,0,0,12,1,11,"SAV",0,0,0,0,0,0.00022,0,0,0,2,0.2085,0.1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,7.25,0.75,2,95,1,1,9.6,NA,1,21.5,NA,2,28.5,6,1,1.5,NA,"",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Salmon Brook","8/4/2005","8/4/2005","2005","Glastonbury",41.718,72.6096,"CT","CAES","N","N",0.45,4285.418,323.347,1.367,2,NA,0.4815,NA,NA,"Y",0.0316,0.0316,0.0316,0.0316,0,0,1,0,0,0,0,0,0,0,4,1,3,"SAV",0,0.02658,0,0,0,0.005,0,0,0,2,0.0995,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,7.7,0.8,2,116,6,1,12.5,NA,1,29.7,NA,2,22.13,1.125,1,0.7,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scribner Pond","7/27/2011","7/27/2011","2011","Norwalk",41.1091,73.4434,"CT","CAES","N","N",0.97,7564.37,591.56,1.919,2,1,0.78,NA,NA,"Y",0.6039,0.7105,0.7105,0.4973,0,0,1,0,0,0,0,0,0,0,3,1,2,"FP?",0,0.49733,0,0,0,0,0,0,0,2,0.5045,0.1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,6.15,0.25,2,117.5,10.5,1,8.1,NA,1,27.1,NA,2,34.15,4.15,1,1.5,NA,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shelton Reservoir #2","7/15/2005","7/15/2005","2005","Shelton",41.3193,73.1107,"CT","CAES","N","N",2.95,29827.425,940.52,1.536,3,NA,0.8287,NA,NA,"Y",1e-04,1e-04,1e-04,1e-04,0,0,1,0,0,0,0,0,0,0,12,1,11,"SAV",0,0.00011,0,0,0,0,0,0,0,2,0.0415,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,6.4,0.1,2,153,1,1,8.3,NA,1,25.7,NA,2,18,1.5,1,2.2,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Silver Lake","combined","7/8/2008","comb","Berlin, Meriden",41.345,72.4621,"CT","CAES","Y","N",59.08,602535.061,4728.41,1.718,4.877,1.524,0.7296,NA,NA,"Y",0.1086,0.1086,0.1086,0.1086,0,0,0,0,0,0,1,0,0,1,19,2,17,"SAV",0,0,0,0,0,0.07107,0,0.03751,0,2,0.0728,0.0478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,7.725,0.325,2,247.25,28.25,2,0.05065,0.04915,2,26.1,0.7,2,71.625,3.375,2,1.4,0.4,"",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Slopers Pond","9/7/2010","9/7/2010","2010","Southington",41.5911,72.839,"CT","CAES","N","N",5.99,64688.701,1298.04,1.44,3,NA,0.8032,NA,NA,"Y",0.0042,0.0042,0.0042,0.0042,0,0,1,0,0,0,0,0,0,0,7,1,6,"SAV",0,0.00425,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,11.5,NA,1,25.4,NA,NA,NA,NA,1,2.1,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
